Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0042611873, z: 0.0 }, raw_data: Vector3 { x: -3, y: -4, z: 0 } }
Accelerometer { acceleration: Vector3 { x: 0.24600422, y: 0.15622166, z: 9.563639 }, raw_data: Vector3 { x: 137, y: 87, z: 5326 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0021305936, y: -0.0031958905, z: 0.0 }, raw_data: Vector3 { x: -2, y: -3, z: 0 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0042611873, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -4, z: 1 } }
Accelerometer { acceleration: Vector3 { x: 0.2172738, y: 0.14903906, z: 9.574412 }, raw_data: Vector3 { x: 121, y: 83, z: 5332 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0031958905, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -3, z: 1 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0031958905, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -3, z: 1 } }
Accelerometer { acceleration: Vector3 { x: 0.2136825, y: 0.14185645, z: 9.576208 }, raw_data: Vector3 { x: 119, y: 79, z: 5333 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -1, z: 1 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0021305936, y: -0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -2, y: -1, z: 0 } }
Accelerometer { acceleration: Vector3 { x: 0.22266077, y: 0.16160862, z: 9.572617 }, raw_data: Vector3 { x: 124, y: 90, z: 5331 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0021305936, y: -0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -2, y: -1, z: 0 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0021305936, y: -0.0010652968, z: -0.0010652968 }, raw_data: Vector3 { x: -2, y: -1, z: -1 } }
Accelerometer { acceleration: Vector3 { x: 0.23343466, y: 0.15981296, z: 9.576208 }, raw_data: Vector3 { x: 130, y: 89, z: 5333 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0021305936, z: 0.0 }, raw_data: Vector3 { x: -3, y: -2, z: 0 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0021305936, z: 0.0 }, raw_data: Vector3 { x: -3, y: -2, z: 0 } }
Accelerometer { acceleration: Vector3 { x: 0.24061728, y: 0.17238252, z: 9.576208 }, raw_data: Vector3 { x: 134, y: 96, z: 5333 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0021305936, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -2, z: 1 } }
Barometer { pressure: 101704.0, temperature: 27.88, raw_data: 101704 }
Accelerometer { acceleration: Vector3 { x: 0.22625206, y: 0.15622166, z: 9.561843 }, raw_data: Vector3 { x: 126, y: 87, z: 5325 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: 0.0, z: 0.0 }, raw_data: Vector3 { x: -3, y: 0, z: 0 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: 0.0, z: 0.0 }, raw_data: Vector3 { x: -3, y: 0, z: 0 } }
Accelerometer { acceleration: Vector3 { x: 0.22984336, y: 0.18315643, z: 9.5798 }, raw_data: Vector3 { x: 128, y: 102, z: 5335 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: 0.0, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: 0, z: 1 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -1, z: 1 } }
Accelerometer { acceleration: Vector3 { x: 0.22445641, y: 0.14724341, z: 9.5798 }, raw_data: Vector3 { x: 125, y: 82, z: 5335 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0021305936, z: 0.0 }, raw_data: Vector3 { x: -3, y: -2, z: 0 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0021305936, y: -0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -2, y: -1, z: 0 } }
Accelerometer { acceleration: Vector3 { x: 0.21906945, y: 0.14544775, z: 9.569026 }, raw_data: Vector3 { x: 122, y: 81, z: 5329 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0021305936, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -2, y: -1, z: 1 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0021305936, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -2, y: -1, z: 1 } }
Accelerometer { acceleration: Vector3 { x: 0.22266077, y: 0.15083471, z: 9.576208 }, raw_data: Vector3 { x: 124, y: 84, z: 5333 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0021305936, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -2, z: 1 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: -0.0021305936, z: 0.0010652968 }, raw_data: Vector3 { x: -4, y: -2, z: 1 } }
Accelerometer { acceleration: Vector3 { x: 0.22266077, y: 0.15801731, z: 9.56723 }, raw_data: Vector3 { x: 124, y: 88, z: 5328 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: -0.0021305936, z: 0.0 }, raw_data: Vector3 { x: -4, y: -2, z: 0 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -3, y: -1, z: 0 } }
Accelerometer { acceleration: Vector3 { x: 0.2208651, y: 0.16519992, z: 9.56723 }, raw_data: Vector3 { x: 123, y: 92, z: 5328 } }
Barometer { pressure: 101706.0, temperature: 27.88, raw_data: 101706 }
Accelerometer { acceleration: Vector3 { x: 0.22625206, y: 0.15801731, z: 9.572617 }, raw_data: Vector3 { x: 126, y: 88, z: 5331 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -1, z: 1 } }
Accelerometer { acceleration: Vector3 { x: 0.22625206, y: 0.15263036, z: 9.576208 }, raw_data: Vector3 { x: 126, y: 85, z: 5333 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -3, y: -1, z: 0 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -3, y: -1, z: 0 } }
Accelerometer { acceleration: Vector3 { x: 0.23523031, y: 0.15981296, z: 9.569026 }, raw_data: Vector3 { x: 131, y: 89, z: 5329 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -3, y: -1, z: 0 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -3, y: -1, z: 0 } }
Accelerometer { acceleration: Vector3 { x: 0.23343466, y: 0.15083471, z: 9.561843 }, raw_data: Vector3 { x: 130, y: 84, z: 5325 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: -0.0010652968 }, raw_data: Vector3 { x: -3, y: -1, z: -1 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: 0.0, z: -0.0010652968 }, raw_data: Vector3 { x: -3, y: 0, z: -1 } }
Accelerometer { acceleration: Vector3 { x: 0.23882163, y: 0.15442601, z: 9.561843 }, raw_data: Vector3 { x: 133, y: 86, z: 5325 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: 0.0, z: 0.0 }, raw_data: Vector3 { x: -4, y: 0, z: 0 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: 0.0, z: 0.0 }, raw_data: Vector3 { x: -4, y: 0, z: 0 } }
Accelerometer { acceleration: Vector3 { x: 0.22266077, y: 0.15442601, z: 9.558251 }, raw_data: Vector3 { x: 124, y: 86, z: 5323 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -4, y: -1, z: 1 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0021305936, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -2, z: 1 } }
Accelerometer { acceleration: Vector3 { x: 0.23343466, y: 0.15801731, z: 9.556456 }, raw_data: Vector3 { x: 130, y: 88, z: 5322 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0031958905, z: 0.0 }, raw_data: Vector3 { x: -3, y: -3, z: 0 } }
Barometer { pressure: 101703.0, temperature: 27.88, raw_data: 101703 }
Accelerometer { acceleration: Vector3 { x: 0.22445641, y: 0.16519992, z: 9.5492735 }, raw_data: Vector3 { x: 125, y: 92, z: 5318 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0021305936, z: 0.0 }, raw_data: Vector3 { x: -3, y: -2, z: 0 } }
Accelerometer { acceleration: Vector3 { x: 0.23702596, y: 0.17776948, z: 9.572617 }, raw_data: Vector3 { x: 132, y: 99, z: 5331 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0021305936, z: 0.0 }, raw_data: Vector3 { x: -3, y: -2, z: 0 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0021305936, y: -0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -2, y: -1, z: 0 } }
Accelerometer { acceleration: Vector3 { x: 0.22445641, y: 0.14903906, z: 9.56723 }, raw_data: Vector3 { x: 125, y: 83, z: 5328 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0021305936, y: -0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -2, y: -1, z: 0 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0021305936, y: -0.0010652968, z: -0.0010652968 }, raw_data: Vector3 { x: -2, y: -1, z: -1 } }
Accelerometer { acceleration: Vector3 { x: 0.22445641, y: 0.15622166, z: 9.561843 }, raw_data: Vector3 { x: 125, y: 87, z: 5325 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0010652968, y: -0.0021305936, z: -0.0010652968 }, raw_data: Vector3 { x: -1, y: -2, z: -1 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0010652968, y: -0.0031958905, z: -0.0021305936 }, raw_data: Vector3 { x: -1, y: -3, z: -2 } }
Accelerometer { acceleration: Vector3 { x: 0.23702596, y: 0.16340427, z: 9.563639 }, raw_data: Vector3 { x: 132, y: 91, z: 5326 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0010652968, y: -0.0031958905, z: -0.0010652968 }, raw_data: Vector3 { x: -1, y: -3, z: -1 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0010652968, y: -0.0021305936, z: 0.0 }, raw_data: Vector3 { x: -1, y: -2, z: 0 } }
Accelerometer { acceleration: Vector3 { x: 0.23343466, y: 0.14903906, z: 9.561843 }, raw_data: Vector3 { x: 130, y: 83, z: 5325 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0021305936, y: -0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -2, y: -1, z: 0 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0021305936, y: -0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -2, y: -1, z: 0 } }
Accelerometer { acceleration: Vector3 { x: 0.23163901, y: 0.16519992, z: 9.56723 }, raw_data: Vector3 { x: 129, y: 92, z: 5328 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0021305936, y: -0.0021305936, z: 0.0 }, raw_data: Vector3 { x: -2, y: -2, z: 0 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0021305936, y: -0.0021305936, z: 0.0 }, raw_data: Vector3 { x: -2, y: -2, z: 0 } }
Barometer { pressure: 101705.0, temperature: 27.88, raw_data: 101705 }
Accelerometer { acceleration: Vector3 { x: 0.24420857, y: 0.15801731, z: 9.572617 }, raw_data: Vector3 { x: 136, y: 88, z: 5331 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -1, z: 1 } }
Accelerometer { acceleration: Vector3 { x: 0.21906945, y: 0.15263036, z: 9.572617 }, raw_data: Vector3 { x: 122, y: 85, z: 5331 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: 0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -3, y: 1, z: 0 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: 0.0021305936, z: 0.0 }, raw_data: Vector3 { x: -3, y: 2, z: 0 } }
Accelerometer { acceleration: Vector3 { x: 0.22445641, y: 0.15263036, z: 9.583391 }, raw_data: Vector3 { x: 125, y: 85, z: 5337 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: 0.0021305936, z: 0.0 }, raw_data: Vector3 { x: -3, y: 2, z: 0 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0021305936, y: 0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -2, y: 1, z: 0 } }
Accelerometer { acceleration: Vector3 { x: 0.23523031, y: 0.17417817, z: 9.56723 }, raw_data: Vector3 { x: 131, y: 97, z: 5328 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0010652968, y: -0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -1, y: -1, z: 0 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0021305936, y: -0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -2, y: -1, z: 0 } }
Accelerometer { acceleration: Vector3 { x: 0.21547815, y: 0.14724341, z: 9.569026 }, raw_data: Vector3 { x: 120, y: 82, z: 5329 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0021305936, y: -0.0021305936, z: -0.0010652968 }, raw_data: Vector3 { x: -2, y: -2, z: -1 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0021305936, y: -0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -2, y: -1, z: 0 } }
Accelerometer { acceleration: Vector3 { x: 0.22804771, y: 0.15981296, z: 9.565434 }, raw_data: Vector3 { x: 127, y: 89, z: 5327 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0021305936, y: -0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -2, y: -1, z: 0 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0021305936, y: 0.0, z: 0.0 }, raw_data: Vector3 { x: -2, y: 0, z: 0 } }
Accelerometer { acceleration: Vector3 { x: 0.24600422, y: 0.16519992, z: 9.586982 }, raw_data: Vector3 { x: 137, y: 92, z: 5339 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0021305936, y: 0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -2, y: 1, z: 1 } }
Barometer { pressure: 101704.0, temperature: 27.869999, raw_data: 101704 }
Accelerometer { acceleration: Vector3 { x: 0.25318682, y: 0.15442601, z: 9.565434 }, raw_data: Vector3 { x: 141, y: 86, z: 5327 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0021305936, y: -0.0021305936, z: 0.0010652968 }, raw_data: Vector3 { x: -2, y: -2, z: 1 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0021305936, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -2, z: 1 } }
Accelerometer { acceleration: Vector3 { x: 0.22804771, y: 0.16699557, z: 9.56723 }, raw_data: Vector3 { x: 127, y: 93, z: 5328 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0021305936, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -2, z: 1 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: -0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -4, y: -1, z: 0 } }
Accelerometer { acceleration: Vector3 { x: 0.24241292, y: 0.17058687, z: 9.551069 }, raw_data: Vector3 { x: 135, y: 95, z: 5319 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: -0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -4, y: -1, z: 0 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: -0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -4, y: -1, z: 0 } }
Accelerometer { acceleration: Vector3 { x: 0.23702596, y: 0.15801731, z: 9.5798 }, raw_data: Vector3 { x: 132, y: 88, z: 5335 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -4, y: -1, z: 1 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -1, z: 1 } }
Accelerometer { acceleration: Vector3 { x: 0.21906945, y: 0.14544775, z: 9.558251 }, raw_data: Vector3 { x: 122, y: 81, z: 5323 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -1, z: 1 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -1, z: 1 } }
Accelerometer { acceleration: Vector3 { x: 0.23343466, y: 0.15801731, z: 9.558251 }, raw_data: Vector3 { x: 130, y: 88, z: 5323 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0021305936, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -2, y: -1, z: 1 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0021305936, y: -0.0021305936, z: 0.0010652968 }, raw_data: Vector3 { x: -2, y: -2, z: 1 } }
Accelerometer { acceleration: Vector3 { x: 0.24241292, y: 0.15083471, z: 9.572617 }, raw_data: Vector3 { x: 135, y: 84, z: 5331 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0021305936, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -2, z: 1 } }
Barometer { pressure: 101707.0, temperature: 27.88, raw_data: 101707 }
Accelerometer { acceleration: Vector3 { x: 0.23343466, y: 0.15622166, z: 9.560047 }, raw_data: Vector3 { x: 130, y: 87, z: 5324 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -1, z: 1 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -4, y: -1, z: 1 } }
Accelerometer { acceleration: Vector3 { x: 0.22625206, y: 0.16699557, z: 9.572617 }, raw_data: Vector3 { x: 126, y: 93, z: 5331 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: -0.0021305936, z: 0.0 }, raw_data: Vector3 { x: -4, y: -2, z: 0 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0021305936, z: 0.0 }, raw_data: Vector3 { x: -3, y: -2, z: 0 } }
Accelerometer { acceleration: Vector3 { x: 0.23163901, y: 0.15263036, z: 9.563639 }, raw_data: Vector3 { x: 129, y: 85, z: 5326 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0021305936, z: 0.0 }, raw_data: Vector3 { x: -3, y: -2, z: 0 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0021305936, z: 0.0 }, raw_data: Vector3 { x: -3, y: -2, z: 0 } }
Accelerometer { acceleration: Vector3 { x: 0.23163901, y: 0.16340427, z: 9.554661 }, raw_data: Vector3 { x: 129, y: 91, z: 5321 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -3, y: -1, z: 0 } }
Accelerometer { acceleration: Vector3 { x: 0.22804771, y: 0.15622166, z: 9.574412 }, raw_data: Vector3 { x: 127, y: 87, z: 5332 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0021305936, y: 0.0, z: 0.0010652968 }, raw_data: Vector3 { x: -2, y: 0, z: 1 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0021305936, y: 0.0, z: 0.0010652968 }, raw_data: Vector3 { x: -2, y: 0, z: 1 } }
Accelerometer { acceleration: Vector3 { x: 0.23343466, y: 0.15622166, z: 9.586982 }, raw_data: Vector3 { x: 130, y: 87, z: 5339 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: 0.0, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: 0, z: 1 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -4, y: -1, z: 1 } }
Barometer { pressure: 101704.0, temperature: 27.88, raw_data: 101704 }
Accelerometer { acceleration: Vector3 { x: 0.22984336, y: 0.15263036, z: 9.565434 }, raw_data: Vector3 { x: 128, y: 85, z: 5327 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -3, y: -1, z: 0 } }
Accelerometer { acceleration: Vector3 { x: 0.22984336, y: 0.16519992, z: 9.561843 }, raw_data: Vector3 { x: 128, y: 92, z: 5325 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0021305936, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -2, z: 1 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0021305936, y: -0.0031958905, z: 0.0010652968 }, raw_data: Vector3 { x: -2, y: -3, z: 1 } }
Accelerometer { acceleration: Vector3 { x: 0.2208651, y: 0.15622166, z: 9.570822 }, raw_data: Vector3 { x: 123, y: 87, z: 5330 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0021305936, y: -0.0021305936, z: 0.0010652968 }, raw_data: Vector3 { x: -2, y: -2, z: 1 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0021305936, y: -0.0021305936, z: 0.0010652968 }, raw_data: Vector3 { x: -2, y: -2, z: 1 } }
Accelerometer { acceleration: Vector3 { x: 0.22804771, y: 0.15622166, z: 9.558251 }, raw_data: Vector3 { x: 127, y: 87, z: 5323 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0021305936, y: -0.0021305936, z: 0.0010652968 }, raw_data: Vector3 { x: -2, y: -2, z: 1 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0021305936, y: -0.0021305936, z: 0.0 }, raw_data: Vector3 { x: -2, y: -2, z: 0 } }
Accelerometer { acceleration: Vector3 { x: 0.22984336, y: 0.15801731, z: 9.565434 }, raw_data: Vector3 { x: 128, y: 88, z: 5327 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0021305936, y: -0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -2, y: -1, z: 0 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0021305936, y: -0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -2, y: -1, z: 0 } }
Accelerometer { acceleration: Vector3 { x: 0.23163901, y: 0.15981296, z: 9.574412 }, raw_data: Vector3 { x: 129, y: 89, z: 5332 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0021305936, y: -0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -2, y: -1, z: 0 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0021305936, y: -0.0010652968, z: -0.0010652968 }, raw_data: Vector3 { x: -2, y: -1, z: -1 } }
Accelerometer { acceleration: Vector3 { x: 0.23702596, y: 0.16699557, z: 9.56723 }, raw_data: Vector3 { x: 132, y: 93, z: 5328 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0021305936, y: -0.0010652968, z: -0.0010652968 }, raw_data: Vector3 { x: -2, y: -1, z: -1 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0021305936, y: -0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -2, y: -1, z: 0 } }
Barometer { pressure: 101705.0, temperature: 27.88, raw_data: 101705 }
Accelerometer { acceleration: Vector3 { x: 0.24420857, y: 0.16160862, z: 9.570822 }, raw_data: Vector3 { x: 136, y: 90, z: 5330 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0021305936, z: 0.0 }, raw_data: Vector3 { x: -3, y: -2, z: 0 } }
Accelerometer { acceleration: Vector3 { x: 0.23882163, y: 0.15622166, z: 9.560047 }, raw_data: Vector3 { x: 133, y: 87, z: 5324 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: -0.0031958905, z: 0.0 }, raw_data: Vector3 { x: -4, y: -3, z: 0 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: -0.0031958905, z: 0.0 }, raw_data: Vector3 { x: -4, y: -3, z: 0 } }
Accelerometer { acceleration: Vector3 { x: 0.24241292, y: 0.15083471, z: 9.558251 }, raw_data: Vector3 { x: 135, y: 84, z: 5323 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0031958905, z: 0.0 }, raw_data: Vector3 { x: -3, y: -3, z: 0 } }
Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0021305936, z: 0.0 }, raw_data: Vector3 { x: -3, y: -2, z: 0 } }
